Date;Load
2021-05-09;5433519850
2021-05-10;6378261360
2021-05-11;6559062710
2021-05-12;6620008930
2021-05-13;6606168690
2021-05-14;6537687610
2021-05-15;5902026390
2021-05-16;5497293650
2021-05-17;6342504920
2021-05-18;6618715380
2021-05-19;6629979960
2021-05-20;6623087140
2021-05-21;6562753880
2021-05-22;5879711730
2021-05-23;5424400610
2021-05-24;6240928680
2021-05-25;6522073910
2021-05-26;6571251300
2021-05-27;6591580400
2021-05-28;6516411790
2021-05-29;5921484540
2021-05-30;5478959770
2021-05-31;6476037450
2021-06-01;6599598390
2021-06-02;6641923050
2021-06-03;6619590350
2021-06-04;6563344670
2021-06-05;5883284490
2021-06-06;5444430770
2021-06-07;6517512110
2021-06-08;6825505190
2021-06-09;6906479960
2021-06-10;7011245190
2021-06-11;6944818280
2021-06-12;6267277450
2021-06-13;5818443250
2021-06-14;6992382060
2021-06-15;7196898510
2021-06-16;7149096430
2021-06-17;6922838070
2021-06-18;6806383630
2021-06-19;6090196240
2021-06-20;5590658880
2021-06-21;6560145890
2021-06-22;6708714900
2021-06-23;6621214030
2021-06-24;6299426960
2021-06-25;6556661150
2021-06-26;6137244670
2021-06-27;5717219340
2021-06-28;6658737500
2021-06-29;6856886640
2021-06-30;7029092340
2021-07-01;7049041650
2021-07-02;7097746430
2021-07-03;6465890660
2021-07-04;6066845460
2021-07-05;7136297220
2021-07-06;7216677620
2021-07-07;7056445670
2021-07-08;7002630970
2021-07-09;7002073230
2021-07-10;6489823000
2021-07-11;6234306830
2021-07-12;7175979180
2021-07-13;6962904740
2021-07-14;6995779220
2021-07-15;7064907850
2021-07-16;7106123270
2021-07-17;6620226370
2021-07-18;6172012560
2021-07-19;7251858990
2021-07-20;7409702710
2021-07-21;7512538630
2021-07-22;7616801670
2021-07-23;7546123990
2021-07-24;6632709450
2021-07-25;6051361580
2021-07-26;6966214370
2021-07-27;7197183820
2021-07-28;7320462220
2021-07-29;7401552640
2021-07-30;7341878420
2021-07-31;6433308900
2021-08-01;5703560970
2021-08-02;6488750820
2021-08-03;6723428180
2021-08-04;6822084060
2021-08-05;6917226350
2021-08-06;6871995370
2021-08-07;6314898250
2021-08-08;5739393750
2021-08-09;6419209610
2021-08-10;6669371980
2021-08-11;6887307280
2021-08-12;7073048730
2021-08-13;7142725370
2021-08-14;6872416170
2021-08-15;6479675840
2021-08-16;6873138860
2021-08-17;6857162410
2021-08-18;6814865970
2021-08-19;6753910590
2021-08-20;6754630940
2021-08-21;6347078680
2021-08-22;5998148240
2021-08-23;6939129190
2021-08-24;7040095750
2021-08-25;6930841200
2021-08-26;7008363620
2021-08-27;7058584980
2021-08-28;6358718260
2021-08-29;5851949750
2021-08-30;6784341390
2021-08-31;7031337710
2021-09-01;7011693610
2021-09-02;6877629030
2021-09-03;6854109910
2021-09-04;6176552240
2021-09-05;5847344670
2021-09-06;7050429090
2021-09-07;7304846950
2021-09-08;7126903320
2021-09-09;7134144020
2021-09-10;6964330280
2021-09-11;6200634160
2021-09-12;5829055680
2021-09-13;6854708700
2021-09-14;6992190390
2021-09-15;6955147830
2021-09-16;6849651260
2021-09-17;6712318080
2021-09-18;6002042770
2021-09-19;5528160540
2021-09-20;6534620990
2021-09-21;6537565190
2021-09-22;6599388850
2021-09-23;6605821930
2021-09-24;6549581310
2021-09-25;5926336980
2021-09-26;5480904750
2021-09-27;6457967310
2021-09-28;6637364600
2021-09-29;6684124260
2021-09-30;6621438700
2021-10-01;6515397100
2021-10-02;5932117170
2021-10-03;5477111410
2021-10-04;6272880630
2021-10-05;6447887890
2021-10-06;6577542870
2021-10-07;6483210570
2021-10-08;6435437860
2021-10-09;5733560820
2021-10-10;5316604260
2021-10-11;5754269620
2021-10-12;5404041310
2021-10-13;6282576000
2021-10-14;6419363110
2021-10-15;6413589730
2021-10-16;5770246680
2021-10-17;5367167680
2021-10-18;6349984820
2021-10-19;6514352160
2021-10-20;6526194550
2021-10-21;6476294490
2021-10-22;6420121270
2021-10-23;5740007470
2021-10-24;5350051740
2021-10-25;6315117240
2021-10-26;6528520190
2021-10-27;6502289250
2021-10-28;6508268540
2021-10-29;6526497880
2021-10-30;5891796630
2021-10-31;5572486770
2021-11-01;5408981470
2021-11-02;6366024170
2021-11-03;6566679440
2021-11-04;6664428950
2021-11-05;6829055530
2021-11-06;6177521610
2021-11-07;5807437910
2021-11-08;6784941140
2021-11-09;6887248360
2021-11-10;6978649640
2021-11-11;6986309480
2021-11-12;6913252380
2021-11-13;6138670120
2021-11-14;5761771700
2021-11-15;6864167570
2021-11-16;7093844370
2021-11-17;7144529850
2021-11-18;7160219990
2021-11-19;7075219090
2021-11-20;6373289080
2021-11-21;5871368520
2021-11-22;7054667560
2021-11-23;7346014710
2021-11-24;7468051940
2021-11-25;7464779460
2021-11-26;7402838540
2021-11-27;6777406380
2021-11-28;6479652740
2021-11-29;7418652370
2021-11-30;7475807790
2021-12-01;7568148650
2021-12-02;7584539790
2021-12-03;7497900720
2021-12-04;6728242020
2021-12-05;6241180370
2021-12-06;6296002530
2021-12-07;6712140810
2021-12-08;6460497140
2021-12-09;7414438150
2021-12-10;7361904940
2021-12-11;6536832200
2021-12-12;6078780930
2021-12-13;7189372940
2021-12-14;7431699180
2021-12-15;7463080970
2021-12-16;7514844390
2021-12-17;7425374770
2021-12-18;6673094740
2021-12-19;6231392440
2021-12-20;7310556080
2021-12-21;7321998460
2021-12-22;7165304660
2021-12-23;6886524070
2021-12-24;5981645130
2021-12-25;5128507000
2021-12-26;5472764680
2021-12-27;6194367050
2021-12-28;6255634260
2021-12-29;6189154460
2021-12-30;6148808710
2021-12-31;5721799170
